col1,col2,col3,col4,col5,col6,col7
15,A1050130,跨文化沟通,2,32 | 0 | 0 | 0,外国语学院,选修
16,A1050140,商务交际英语,2,32 | 0 | 0 | 0,外国语学院,选修
17,A1050150,科技英语,2,32 | 0 | 0 | 0,外国语学院,选修
合计设置,必修：16.5 选修：20,,,,,
,,,,,,
第4学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2060640,生命信息感知,3,48 | 0 | 0 | 0,生物信息学院,必修
2,A2060710,生物医学统计学,3,32 | 16 | 0 | 0,生物信息学院,必修
3,A2010560,信号与系统B,4,64 | 0 | 0 | 0,通信与信息工程学院,必修
4,A1040100,计算机网络技术,3,32 | 16 | 0 | 0,计算机科学与技术学院,必修
5,A1100050,毛泽东思想和中国特色社会主义理论体系概论,6,48 | 0 | 1.5周 | 24,马克思主义学院,必修
6,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
7,A1050160,日语1,2,32 | 0 | 0 | 0,外国语学院,选修
8,A1050170,日语2,2,32 | 0 | 0 | 0,外国语学院,选修
9,A1050180,德语1,2,32 | 0 | 0 | 0,外国语学院,选修
10,A1050190,德语2,2,32 | 0 | 0 | 0,外国语学院,选修
11,A1050200,法语1,2,32 | 0 | 0 | 0,外国语学院,选修
12,A1050210,法语2,2,32 | 0 | 0 | 0,外国语学院,选修
13,A1050080,高级口语,2,32 | 0 | 0 | 0,外国语学院,选修
14,A1050090,影视英语与文化,2,32 | 0 | 0 | 0,外国语学院,选修
15,A1050100,中国文化传播,2,32 | 0 | 0 | 0,外国语学院,选修
16,A1050110,英语国家社会与文化,2,32 | 0 | 0 | 0,外国语学院,选修
17,A1050120,国际职场文化,2,32 | 0 | 0 | 0,外国语学院,选修
18,A1050130,跨文化沟通,2,32 | 0 | 0 | 0,外国语学院,选修
19,A1050140,商务交际英语,2,32 | 0 | 0 | 0,外国语学院,选修
20,A1050150,科技英语,2,32 | 0 | 0 | 0,外国语学院,选修
合计设置,必修：19.5 选修：28,,,,,
,,,,,,
第5学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2060460,细胞生物学,2,32 | 0 | 0 | 0,生物信息学院,必修
2,A2060470,遗传学,2,32 | 0 | 0 | 0,生物信息学院,必修
3,A2060320,基础生物学实验,2,0 | 32 | 0 | 0,生物信息学院,必修
4,A2060350,生物化学与分子生物学,4,64 | 0 | 0 | 0,生物信息学院,必修
5,A2060690,生物信息处理技术,4,48 | 16 | 0 | 0,生物信息学院,必修
6,A2060700,生物医学数据库,3,32 | 16 | 0 | 0,生物信息学院,必修
7,A2060490,认知实习A,1,0 | 0 | 1.0周 | 0,生物信息学院,必修
8,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
9,A1100010,形势与政策,0,8 | 0 | 0 | 0,马克思主义学院,必修
10,A2060300,面向对象程序设计-Python,3,32 | 16 | 0 | 0,生物信息学院,选修
11,A2040360,面向对象程序设计-C++,3,32 | 16 | 0 | 0,计算机科学与技术学院,选修
合计设置,必修：18.5 选修：6,,,,,
,,,,,,
第6学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A2060680,课程设计（生物信息学）,1,0 | 0 | 1.0周 | 0,生物信息学院,必修
2,A2060310,分子模拟与计算,3,32 | 16 | 0 | 0,生物信息学院,必修
3,A2060410,生物信息学,4,48 | 16 | 0 | 0,生物信息学院,必修
4,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
5,A2060400,生物信息数据挖掘,2,32 | 0 | 0 | 0,生物信息学院,选修
6,A2060330,基因组学,2,32 | 0 | 0 | 0,生物信息学院,选修
7,A2060180,医学影像处理,3,32 | 16 | 0 | 0,生物信息学院,选修
合计设置,必修：8.5 选修：7,,,,,
,,,,,,
第7学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200005G,毕业实习,1,0 | 0 | 1.0周 | 0,生物信息学院,必修
2,A2060670,课程设计（分子模拟与计算）,1,0 | 0 | 1.0周 | 0,生物信息学院,必修
3,A1090030,体育（俱乐部）,0.5,16 | 0 | 0 | 0,体育学院,必修
4,A1100010,形势与政策,0,8 | 0 | 0 | 0,马克思主义学院,必修
5,A2040650,云计算与大数据综合实践,2,0 | 0 | 2.0周 | 0,计算机科学与技术学院,选修
6,A2060200,医学信息系统,2,16 | 16 | 0 | 0,生物信息学院,选修
7,A2010570,信息论基础,2,32 | 0 | 0 | 0,通信与信息工程学院,选修
8,A2060390,生物信息软件开发,2,16 | 16 | 0 | 0,生物信息学院,选修
9,A2060480,应用微生物学,2,32 | 0 | 0 | 0,生物信息学院,选修
10,A2060440,生物信息学综合实验,2,0 | 32 | 0 | 0,生物信息学院,选修
合计设置,必修：2.5 选修：12,,,,,
,,,,,,
第8学期,,,,,,
,,,,,,
序号,课程号,课程名称,学分,学时,开课学院,修读要求
,,,,理论|实验|实践|网络,,
1,A200006H,毕业设计（论文）,10,0 | 0 | 10.0周 | 0,生物信息学院,必修
合计设置,必修：10 选修：0,,,,,
